,frame_num,class,x_center,y_center,width,height
143,106,14,601.7533569335938,350.9857177734375,14.9298095703125,11.554443359375
144,106,14,295.2830810546875,317.44244384765625,23.0662841796875,13.8529052734375
145,106,14,660.052490234375,277.6883544921875,21.413818359375,13.5076904296875
146,107,14,290.6687316894531,317.852294921875,23.138427734375,13.64727783203125
147,107,33,1060.803955078125,382.5445251464844,16.7744140625,12.08135986328125
148,107,14,611.36767578125,350.41522216796875,17.235107421875,12.269775390625
149,108,14,285.5311584472656,318.56256103515625,23.14654541015625,12.470947265625
150,108,14,653.1572265625,276.59063720703125,24.189697265625,13.0235595703125
151,108,14,622.0599365234375,349.71734619140625,15.843994140625,10.7381591796875
152,108,14,454.0767517089844,337.37420654296875,15.52154541015625,7.820556640625
153,109,14,278.5809631347656,318.14996337890625,24.0157470703125,14.287841796875
154,109,14,632.121337890625,349.3399963378906,15.11767578125,11.03533935546875
155,110,14,275.4727783203125,318.5003356933594,23.896484375,15.02923583984375
156,110,14,647.1102294921875,274.2574462890625,21.78564453125,14.8634033203125
157,110,14,642.9481201171875,349.039306640625,16.373046875,11.5667724609375
158,110,33,1098.383544921875,385.5154113769531,17.3134765625,12.1280517578125
159,111,14,646.8612060546875,273.7403564453125,20.74365234375,15.1536865234375
160,112,14,272.68890380859375,319.1142578125,22.1546630859375,14.4443359375
161,112,33,1128.9110107421875,386.6961364746094,17.736328125,12.994873046875
162,113,14,275.744384765625,319.0345458984375,22.6759033203125,14.918212890625
163,113,14,654.2783203125,272.96826171875,21.98974609375,14.0797119140625
164,114,14,278.6539001464844,320.33721923828125,22.64630126953125,13.6580810546875
165,114,14,659.704345703125,273.24127197265625,20.5400390625,13.5252685546875
166,114,14,707.0237426757812,348.60858154296875,15.7581787109375,12.0562744140625
167,115,14,281.81439208984375,321.7833251953125,20.434814453125,13.520263671875
168,115,14,724.568359375,349.04254150390625,15.2900390625,11.728759765625
169,116,14,284.13983154296875,322.76043701171875,23.2144775390625,12.8363037109375
170,116,14,742.21875,349.33697509765625,14.217041015625,11.1312255859375
171,117,14,675.535400390625,271.79022216796875,19.1512451171875,14.978515625
172,117,14,758.2523193359375,349.1573486328125,14.79638671875,11.4111328125
173,117,14,284.1614074707031,323.1211853027344,22.9810791015625,13.517822265625
174,117,14,468.409423828125,321.16278076171875,16.637451171875,8.07080078125
175,118,14,773.4925537109375,349.1980285644531,14.176513671875,11.2991943359375
176,118,14,679.813720703125,270.27532958984375,18.01220703125,14.6251220703125
177,118,14,282.55145263671875,322.61639404296875,21.22125244140625,13.2381591796875
178,119,14,281.1309814453125,322.5884094238281,20.37335205078125,13.3487548828125
179,120,14,277.2789001464844,323.4237060546875,21.29840087890625,13.9920654296875
180,120,14,885.34228515625,364.83807373046875,15.687255859375,13.5316162109375
181,120,14,388.49176025390625,339.6138000488281,17.771728515625,9.7396240234375
182,122,14,819.8492431640625,349.08856201171875,14.552490234375,11.07073974609375
183,122,14,268.88043212890625,324.41131591796875,22.607421875,12.0653076171875
184,123,14,265.1852111816406,324.6263122558594,19.196533203125,12.29217529296875
185,123,14,915.803466796875,363.6073303222656,14.7861328125,14.43011474609375
186,123,14,688.80712890625,267.0141906738281,18.503662109375,15.79278564453125
187,124,14,260.35284423828125,324.43927001953125,22.404434204101562,12.5662841796875
188,124,14,690.3653564453125,266.81439208984375,16.75732421875,15.7408447265625
189,125,14,692.9551391601562,267.00726318359375,19.5753173828125,15.802001953125
190,125,14,851.6126708984375,349.08367919921875,15.498046875,11.7744140625
191,126,14,695.3155517578125,267.0180969238281,19.761474609375,15.2655029296875
192,126,14,253.05902099609375,325.1761474609375,25.6275634765625,12.3526611328125
193,127,14,248.88565063476562,325.067138671875,23.90557861328125,12.58929443359375
194,127,14,376.0509033203125,338.6524658203125,18.1031494140625,9.710693359375
195,127,14,872.286865234375,350.194091796875,13.35107421875,11.0479736328125
196,126,14,372.63702392578125,338.0921630859375,17.6793212890625,10.244873046875
197,126,14,243.9730987548828,325.2159118652344,23.111572265625,12.70343017578125
198,127,14,889.5621337890625,350.6518249511719,12.2178955078125,10.041748046875
199,127,14,370.32684326171875,338.6723327636719,17.94757080078125,9.8321533203125
200,131,14,357.3460998535156,335.63543701171875,17.19622802734375,10.587158203125
201,137,33,1064.635009765625,365.24151611328125,13.224609375,11.1314697265625
202,137,33,1237.8895263671875,401.4207763671875,15.1044921875,14.4384765625
203,138,11,1150.677734375,618.8659057617188,95.43798828125,96.05078125
204,139,33,1080.564453125,366.17633056640625,12.9111328125,11.7156982421875
